Year,Demand (in millions),Injector Type,Material Type,Volume Produced,Reusable,Recyclable,Usage Frequency,Efficacy rate,Carbon Footprint,Recyclable Type
2025,736.8625749,Autoinjector,Type1 Plastic,880588.3467,0,FALSE,'Monthly',1,1367889.926,Non-Recyclable
2020,211.8240164,Autoinjector,Type2 Plastic,1540873.343,0,FALSE,'Monthly',1,2049255.961,Non-Recyclable
2023,58.83146214,Pen,Type2 Plastic,468685.6131,0,FALSE,'Weekly',1,620076.3646,Non-Recyclable
2021,85.23605932,Autoinjector,Recyclable Plastic,888086.855,0,TRUE,'Monthly',1,557940.7859,Recyclable
2010,50,Autoinjector,Recyclable Plastic,739578,0,TRUE,'Weekly',1,581931.2457,Recyclable
2016,69.70005702,Patch Injector,Type2 Plastic,296942.6559,1,FALSE,'Monthly',1,390146.7606,Non-Recyclable
2030,1464.670875,Patch Injector,Recyclable Plastic,1400554.686,0,TRUE,'Yearly',1,1011419.723,Recyclable
2016,98.73744804,Autoinjector,Type2 Plastic,639068.5291,0,FALSE,'Yearly',0,737765.3263,Non-Recyclable
2029,369.3781396,Patch Injector,Type1 Plastic,1253200.459,0,FALSE,'Weekly',1,1865800.756,Non-Recyclable
2019,62.60094238,Patch Injector,Type1 Plastic,803310.2142,0,FALSE,'Monthly',1,1012135.638,Non-Recyclable
2019,204.3754534,Pen,Type1 Plastic,559178.9629,0,FALSE,'Weekly',1,781549.8895,Non-Recyclable
2029,826.9490934,Patch Injector,Type1 Plastic,2143189.862,0,FALSE,'Daily',1,3660017.951,Non-Recyclable
2012,55.40479501,Patch Injector,Recyclable Plastic,1035035.491,0,TRUE,'Yearly',1,711766.8663,Recyclable
2015,82.05346836,Autoinjector,Type1 Plastic,796702.8055,0,FALSE,'Monthly',1,1062536.415,Non-Recyclable
2025,490.9012057,Pen,Type2 Plastic,1919927.912,0,FALSE,'Daily',1,2782556.534,Non-Recyclable
2020,99.37132022,Patch Injector,Recyclable Plastic,715541.5318,0,TRUE,'Daily',1,524932.6346,Recyclable
2022,71.07742503,Autoinjector,Type2 Plastic,1624576.402,0,FALSE,'Monthly',1,2151190.227,Non-Recyclable
2027,152.0166852,Autoinjector,Type2 Plastic,781837.4107,0,FALSE,'Weekly',1,1224915.115,Non-Recyclable
2014,93.67240319,Pen,Type1 Plastic,417289.6863,1,FALSE,'Monthly',1,527894.8714,Non-Recyclable
2022,294.7289455,Autoinjector,Type2 Plastic,1321252.745,1,FALSE,'Monthly',1,1618388.459,Non-Recyclable
2030,1773.168133,Pen,Type1 Plastic,1497438.061,0,FALSE,'Monthly',1,1849094.672,Non-Recyclable
2024,222.1829036,Autoinjector,Type2 Plastic,804823.7799,1,FALSE,'Weekly',1,1204306.692,Non-Recyclable
2015,100.3485435,Pen,Type1 Plastic,191604.2115,1,FALSE,'Monthly',1,252776.3819,Non-Recyclable
2011,52.37688469,Pen,Recyclable Plastic,420866.435,0,TRUE,'Monthly',1,334417.5964,Recyclable
2017,76.75897294,Autoinjector,Type2 Plastic,151036.6111,1,FALSE,'Yearly',1,193750.0785,Non-Recyclable
2027,115.3089376,Pen,Type2 Plastic,1965801.821,0,FALSE,'Daily',1,2544842.624,Non-Recyclable
2028,86.08153834,Autoinjector,Type1 Plastic,1445259.423,1,FALSE,'Daily',1,2185256.193,Non-Recyclable
2021,92.66458756,Patch Injector,Type2 Plastic,1143410.325,0,FALSE,'Weekly',1,1574147.02,Non-Recyclable
2026,579.8369031,Autoinjector,Type2 Plastic,1415594.391,0,FALSE,'Weekly',1,1714932.829,Non-Recyclable
2021,262.8094963,Pen,Type1 Plastic,36465.50794,1,FALSE,'Monthly',1,50742.78596,Non-Recyclable
2013,63.90263376,Patch Injector,Type2 Plastic,892228.723,0,FALSE,'Monthly',1,1137582.925,Non-Recyclable
2022,168.3462976,Patch Injector,Type1 Plastic,779332.1371,0,FALSE,'Weekly',1,1101653.014,Non-Recyclable
2028,52.42057425,Pen,Type1 Plastic,966456.8099,1,FALSE,'Weekly',1,1232787.968,Non-Recyclable
2013,63.09803052,Pen,Type2 Plastic,123299.5763,0,FALSE,'Weekly',1,169996.4073,Non-Recyclable
2021,98.11976453,Pen,Type1 Plastic,1095622.171,1,FALSE,'Monthly',1,1500187.832,Non-Recyclable
2012,53.99784816,Patch Injector,Type2 Plastic,721919.1631,0,FALSE,'Yearly',1,1077120.534,Non-Recyclable
2011,50.9857968,Pen,Type1 Plastic,582573.915,0,FALSE,'Monthly',1,826670.8667,Non-Recyclable
2020,275.3398822,Patch Injector,Type2 Plastic,1056123.256,0,FALSE,'Monthly',1,1370006.76,Non-Recyclable
2025,610.3805919,Pen,Recyclable Plastic,1295884.477,0,TRUE,'Weekly',1,1033616.584,Recyclable
2018,185.8802949,Autoinjector,Recyclable Plastic,853453.7734,0,TRUE,'Daily',1,625007.8143,Recyclable
2018,67.31699542,Patch Injector,Type2 Plastic,109085.0717,0,FALSE,'Weekly',1,151797.3888,Non-Recyclable
2018,104.9583703,Autoinjector,Type1 Plastic,1382291.75,1,FALSE,'Daily',1,1942205.378,Non-Recyclable
2020,122.5599137,Patch Injector,Type1 Plastic,773313.5473,0,FALSE,'Weekly',1,1049661.427,Non-Recyclable
2029,423.2484789,Patch Injector,Recyclable Plastic,1288718.429,0,TRUE,'Yearly',1,877239.9353,Recyclable
2027,290.6754161,Patch Injector,Type2 Plastic,611281.562,0,FALSE,'Weekly',1,754189.2053,Non-Recyclable
2013,72.79031706,Autoinjector,Type2 Plastic,688503.1817,0,FALSE,'Daily',1,964544.4179,Non-Recyclable
2028,163.3540253,Pen,Type1 Plastic,1880515.253,0,FALSE,'Monthly',1,2841732.716,Non-Recyclable
2020,173.7896992,Autoinjector,Recyclable Plastic,557612.3065,0,TRUE,'Daily',1,426880.8049,Recyclable
2021,113.9450344,Pen,Type2 Plastic,1611869.576,1,FALSE,'Weekly',1,2250297.739,Non-Recyclable
2011,57.94911359,Pen,Type1 Plastic,652872.11,0,FALSE,'Weekly',1,898060.5209,Non-Recyclable
2028,620.6208286,Patch Injector,Recyclable Plastic,2028640.132,0,TRUE,'Monthly',1,1593310.901,Recyclable
2010,50,Pen,Type1 Plastic,526408,0,FALSE,'Weekly',1,850655.1004,Non-Recyclable
2021,115.186493,Patch Injector,Recyclable Plastic,1240625.714,0,TRUE,'Weekly',0,944145.4992,Recyclable
2022,88.72565369,Patch Injector,Type1 Plastic,1570369.248,0,FALSE,'Weekly',0,2160337.178,Non-Recyclable
2022,200.6438612,Patch Injector,Recyclable Plastic,1290126.537,0,TRUE,'Weekly',1,933664.9339,Recyclable
2019,153.7552646,Autoinjector,Recyclable Plastic,283774.3253,0,TRUE,'Daily',1,171548.1165,Recyclable
2020,152.8653563,Patch Injector,Type2 Plastic,669629.5439,0,FALSE,'Weekly',1,1008070.453,Non-Recyclable
2013,80.19775617,Patch Injector,Recyclable Plastic,171695.2905,1,TRUE,'Yearly',1,112985.0344,Recyclable
2010,50,Pen,Recyclable Plastic,234554,0,TRUE,'Yearly',1,168087.8782,Recyclable
2012,57.27881741,Patch Injector,Recyclable Plastic,85749.07907,0,TRUE,'Yearly',1,54981.28763,Recyclable
2018,82.78662446,Autoinjector,Recyclable Plastic,630845.254,0,TRUE,'Monthly',1,487422.0478,Recyclable
2023,111.2148714,Autoinjector,Recyclable Plastic,675816.3485,0,TRUE,'Monthly',1,483867.1764,Recyclable
2024,333.192612,Patch Injector,Type1 Plastic,1363700.014,0,FALSE,'Monthly',1,1833188.055,Non-Recyclable
2027,236.3694211,Patch Injector,Recyclable Plastic,388652.1087,0,TRUE,'Weekly',1,249276.1028,Recyclable
2029,161.8804739,Patch Injector,Type1 Plastic,484253.7133,1,FALSE,'Monthly',1,702951.7764,Non-Recyclable
2014,61.79873419,Autoinjector,Type2 Plastic,214743.9795,0,FALSE,'Daily',1,327931.3899,Non-Recyclable
2012,55.37868546,Patch Injector,Type1 Plastic,325546.8488,0,FALSE,'Monthly',1,412963.5657,Non-Recyclable
2015,71.3935561,Autoinjector,Recyclable Plastic,494630.7961,0,TRUE,'Monthly',0,355562.0862,Recyclable
2018,184.4635522,Patch Injector,Type1 Plastic,1159073.15,0,FALSE,'Monthly',0,1619444.059,Non-Recyclable
2024,193.3032619,Patch Injector,Type2 Plastic,1069529.675,0,FALSE,'Yearly',1,1636030.016,Non-Recyclable
2016,68.98667035,Patch Injector,Type2 Plastic,1111087.036,0,FALSE,'Monthly',1,1582566.238,Non-Recyclable
2013,54.29325203,Autoinjector,Type2 Plastic,100178.4094,1,FALSE,'Weekly',1,126977.6959,Non-Recyclable
2010,50,Autoinjector,Recyclable Plastic,327965,0,TRUE,'Yearly',1,229671.4041,Recyclable
2026,60.68383665,Pen,Type1 Plastic,933631.2259,0,FALSE,'Monthly',1,1352153.159,Non-Recyclable
2030,51.59100804,Patch Injector,Type2 Plastic,393106.9743,0,FALSE,'Weekly',1,625383.4269,Non-Recyclable
2016,126.0225201,Autoinjector,Type2 Plastic,813092.1542,0,FALSE,'Weekly',1,1245663.691,Non-Recyclable
2028,342.8372172,Pen,Recyclable Plastic,121896.9855,0,TRUE,'Monthly',1,90486.87827,Recyclable
2011,52.88518004,Pen,Type1 Plastic,960435.465,0,FALSE,'Weekly',1,1220824.953,Non-Recyclable
2010,50,Patch Injector,Type2 Plastic,237486,1,FALSE,'Daily',0,355324.0709,Non-Recyclable
2029,1587.148913,Autoinjector,Type1 Plastic,484089.8552,0,FALSE,'Daily',1,642355.4215,Non-Recyclable
2030,495.7572825,Pen,Type1 Plastic,1805158.301,1,FALSE,'Monthly',1,2499073.954,Non-Recyclable
2021,60.7276819,Patch Injector,Type1 Plastic,1458863.745,0,FALSE,'Yearly',0,1960027.601,Non-Recyclable
2010,50,Autoinjector,Type1 Plastic,469748,0,FALSE,'Monthly',1,731924.6626,Non-Recyclable
2022,71.219521,Autoinjector,Type2 Plastic,1248591.009,0,FALSE,'Monthly',1,1846009.821,Non-Recyclable
2030,456.5961208,Autoinjector,Type1 Plastic,612054.4321,1,FALSE,'Weekly',1,922235.7142,Non-Recyclable
2012,53.38706207,Autoinjector,Type1 Plastic,246834.7788,0,FALSE,'Monthly',1,326420.6497,Non-Recyclable
2021,336.011155,Pen,Type2 Plastic,310841.2724,1,FALSE,'Monthly',1,425418.3561,Non-Recyclable
2030,652.3866896,Pen,Type2 Plastic,1438341.421,0,FALSE,'Monthly',0,1791956.672,Non-Recyclable
2012,61.78962522,Autoinjector,Type2 Plastic,946779.1228,1,FALSE,'Monthly',1,1244850.998,Non-Recyclable
2026,209.5808561,Autoinjector,Recyclable Plastic,1775254.722,0,TRUE,'Monthly',1,1324800.408,Recyclable
2024,55.04089189,Autoinjector,Type1 Plastic,1294959.523,1,FALSE,'Monthly',1,1735921.996,Non-Recyclable
2026,308.713497,Pen,Type2 Plastic,1050908.471,0,FALSE,'Weekly',1,1418801.695,Non-Recyclable
2014,71.0173684,Patch Injector,Type1 Plastic,970350.0003,0,FALSE,'Daily',1,1212927.047,Non-Recyclable
2028,366.3487272,Autoinjector,Type2 Plastic,402758.0641,0,FALSE,'Weekly',1,531380.8642,Non-Recyclable
2014,71.98336265,Pen,Type2 Plastic,314815.3704,0,FALSE,'Monthly',0,470869.3536,Non-Recyclable
2023,83.68852749,Autoinjector,Type1 Plastic,1243294.805,0,FALSE,'Monthly',1,1727181.293,Non-Recyclable
2021,79.71532332,Autoinjector,Recyclable Plastic,456531.2817,0,TRUE,'Weekly',0,384202.4454,Recyclable
2013,50.82713873,Autoinjector,Type1 Plastic,1006284.854,0,FALSE,'Daily',1,1469768.699,Non-Recyclable
2019,65.92682795,Autoinjector,Recyclable Plastic,603055.9219,0,TRUE,'Weekly',1,348314.2995,Recyclable
2017,58.17802317,Patch Injector,Type2 Plastic,535485.5217,0,FALSE,'Daily',1,691871.6403,Non-Recyclable
2017,59.20198731,Patch Injector,Type1 Plastic,1358138.746,0,FALSE,'Monthly',1,2025829.271,Non-Recyclable
2018,159.7440387,Pen,Type2 Plastic,1167607.176,1,FALSE,'Monthly',0,1492908.893,Non-Recyclable
2030,102.7738465,Autoinjector,Type1 Plastic,2124527.119,0,FALSE,'Yearly',1,2797475.202,Non-Recyclable
2025,60.54774593,Patch Injector,Type1 Plastic,59355.11253,0,FALSE,'Monthly',1,95071.11869,Non-Recyclable
2010,50,Patch Injector,Type1 Plastic,205165,0,FALSE,'Monthly',0,296398.7591,Non-Recyclable
2016,95.73990897,Pen,Type1 Plastic,371037.3503,0,FALSE,'Daily',1,583730.5064,Non-Recyclable
2025,558.1860585,Pen,Type2 Plastic,1761730.184,0,FALSE,'Weekly',1,2651181.721,Non-Recyclable
2028,133.9565212,Pen,Type2 Plastic,1949000.179,0,FALSE,'Yearly',1,2555372.843,Non-Recyclable
2020,202.8951516,Autoinjector,Recyclable Plastic,822873.4605,0,TRUE,'Weekly',1,651539.8324,Recyclable
2016,78.52220617,Patch Injector,Type2 Plastic,1197363.072,0,FALSE,'Yearly',1,1728050.659,Non-Recyclable
2025,476.5900746,Pen,Type2 Plastic,1680657.332,0,FALSE,'Monthly',1,2135487.699,Non-Recyclable
2017,172.2543819,Pen,Type1 Plastic,355194.4638,0,FALSE,'Weekly',1,449525.0842,Non-Recyclable
2015,57.93982355,Autoinjector,Recyclable Plastic,519995.5833,1,TRUE,'Monthly',1,402384.5168,Recyclable
2029,808.505003,Pen,Type1 Plastic,2202578.031,0,FALSE,'Monthly',0,3017019.338,Non-Recyclable
2026,821.0833798,Pen,Recyclable Plastic,1766325.957,0,TRUE,'Monthly',1,1256662.535,Recyclable
2011,53.20133373,Pen,Type1 Plastic,887387.875,0,FALSE,'Weekly',1,1294075.765,Non-Recyclable
2019,234.3062058,Pen,Recyclable Plastic,914617.2542,0,TRUE,'Weekly',1,600786.4714,Recyclable
2024,58.34679663,Pen,Type1 Plastic,331005.5236,0,FALSE,'Monthly',1,470131.6098,Non-Recyclable
2012,63.97483724,Autoinjector,Recyclable Plastic,26275.21352,0,TRUE,'Weekly',1,17727.49139,Recyclable
2025,63.59469843,Patch Injector,Type1 Plastic,642374.4308,0,FALSE,'Daily',1,920691.7017,Non-Recyclable
2013,68.1467057,Autoinjector,Type1 Plastic,1079833.01,1,FALSE,'Daily',1,1740133.856,Non-Recyclable
2016,101.6622647,Pen,Type1 Plastic,460638.0559,0,FALSE,'Weekly',1,625478.7588,Non-Recyclable
2017,72.63900723,Pen,Recyclable Plastic,1333426.856,0,TRUE,'Monthly',0,948783.108,Recyclable
2026,167.6518082,Autoinjector,Type1 Plastic,395146.8595,1,FALSE,'Daily',1,507576.2994,Non-Recyclable
2028,440.9556507,Autoinjector,Type2 Plastic,126848.3949,0,FALSE,'Monthly',1,163555.0002,Non-Recyclable
2015,124.2864532,Pen,Type2 Plastic,31745.23868,1,FALSE,'Yearly',1,42076.50269,Non-Recyclable
2015,96.87749564,Patch Injector,Recyclable Plastic,910180.1327,0,TRUE,'Monthly',1,573482.8951,Recyclable
2029,386.2380189,Autoinjector,Type2 Plastic,165062.7852,0,FALSE,'Weekly',1,253821.7621,Non-Recyclable
2030,839.2702988,Patch Injector,Recyclable Plastic,1480628.415,1,TRUE,'Weekly',1,1096450.648,Recyclable
2012,70.84508077,Pen,Type1 Plastic,758593.7307,0,FALSE,'Monthly',1,1040998.031,Non-Recyclable
2023,54.73817449,Autoinjector,Type2 Plastic,29636.43533,0,FALSE,'Weekly',0,45281.35387,Non-Recyclable
2030,896.9660141,Patch Injector,Recyclable Plastic,1905174.493,0,TRUE,'Monthly',1,1558744.709,Recyclable
2016,83.04213402,Pen,Type1 Plastic,1237295.576,0,FALSE,'Weekly',0,1738376.554,Non-Recyclable
2024,50.47955327,Pen,Type2 Plastic,1090749.26,0,FALSE,'Weekly',1,1533085.216,Non-Recyclable
2018,161.0187427,Pen,Type2 Plastic,1117445.421,0,FALSE,'Weekly',1,1531888.949,Non-Recyclable
2025,51.61919624,Patch Injector,Type1 Plastic,1536784.565,0,FALSE,'Daily',1,2047329.921,Non-Recyclable
2028,957.997269,Autoinjector,Recyclable Plastic,1742147.432,0,TRUE,'Yearly',1,1208642.416,Recyclable
2023,299.6720725,Autoinjector,Recyclable Plastic,790094.6416,0,TRUE,'Monthly',0,620896.6188,Recyclable
2019,238.0073074,Pen,Type1 Plastic,442269.3443,0,FALSE,'Weekly',1,626715.4645,Non-Recyclable
2010,50,Patch Injector,Type1 Plastic,17887,0,FALSE,'Monthly',1,23752.78111,Non-Recyclable
2014,55.68510285,Autoinjector,Type1 Plastic,766857.4338,0,FALSE,'Yearly',1,1118768.903,Non-Recyclable
2014,64.1751854,Autoinjector,Recyclable Plastic,214696.2788,0,TRUE,'Daily',1,152055.1966,Recyclable
2022,294.0856038,Autoinjector,Type1 Plastic,712375.3464,1,FALSE,'Monthly',1,887890.698,Non-Recyclable
2029,91.27634362,Autoinjector,Type2 Plastic,1242037.339,1,FALSE,'Yearly',1,1666521.594,Non-Recyclable
2029,449.7201288,Patch Injector,Type1 Plastic,797289.578,0,FALSE,'Monthly',1,1116776.581,Non-Recyclable
2020,166.6098409,Pen,Type2 Plastic,273720.1784,0,FALSE,'Weekly',1,416023.8683,Non-Recyclable
2024,467.2964404,Autoinjector,Type2 Plastic,1777085.604,1,FALSE,'Monthly',1,2328109.326,Non-Recyclable
2028,800.5982241,Autoinjector,Type2 Plastic,961087.998,0,FALSE,'Daily',1,1238394.157,Non-Recyclable
2027,666.4614778,Pen,Recyclable Plastic,2088445.304,1,TRUE,'Weekly',1,1262184.385,Recyclable
2029,50.55554121,Patch Injector,Type1 Plastic,811339.8316,0,FALSE,'Monthly',0,1234834.526,Non-Recyclable
2010,50,Autoinjector,Type2 Plastic,614149,0,FALSE,'Daily',0,863252.296,Non-Recyclable
2017,87.21502836,Patch Injector,Recyclable Plastic,344566.1329,1,TRUE,'Monthly',1,253210.4767,Recyclable
2021,174.2276338,Autoinjector,Type2 Plastic,1075033.034,0,FALSE,'Monthly',0,1407358.672,Non-Recyclable
2017,97.6001816,Autoinjector,Recyclable Plastic,949955.0442,0,TRUE,'Weekly',1,734061.8875,Recyclable
2024,151.7596376,Patch Injector,Recyclable Plastic,1743446.876,0,TRUE,'Weekly',1,1216948.294,Recyclable
2016,80.81639033,Patch Injector,Type2 Plastic,1196730.173,1,FALSE,'Daily',0,1820008.534,Non-Recyclable
2028,51.06945668,Autoinjector,Recyclable Plastic,1334652.181,0,TRUE,'Monthly',1,968476.03,Recyclable
2016,100.2662602,Patch Injector,Type1 Plastic,704385.9902,0,FALSE,'Monthly',1,980354.1329,Non-Recyclable
2013,58.50390474,Patch Injector,Type2 Plastic,1074235.591,1,FALSE,'Monthly',0,1557608.576,Non-Recyclable
2012,71.87490201,Autoinjector,Recyclable Plastic,452532.9759,0,TRUE,'Monthly',1,322384.9709,Recyclable
2030,1836.191095,Pen,Recyclable Plastic,2239539.349,1,TRUE,'Weekly',1,1706816.898,Recyclable
2016,87.68466896,Autoinjector,Recyclable Plastic,1104853.117,0,TRUE,'Monthly',0,768252.4395,Recyclable
2017,152.4763194,Patch Injector,Recyclable Plastic,1202453.431,0,TRUE,'Weekly',1,875933.7364,Recyclable
2012,59.71722647,Patch Injector,Type2 Plastic,277497.7488,0,FALSE,'Monthly',0,440950.7997,Non-Recyclable
2018,126.8913694,Pen,Recyclable Plastic,610689.822,1,TRUE,'Weekly',1,417476.327,Recyclable
2027,63.74501565,Autoinjector,Type2 Plastic,1250958.455,1,FALSE,'Daily',1,1633748.377,Non-Recyclable
2026,666.8682859,Pen,Recyclable Plastic,484798.5283,0,TRUE,'Monthly',0,314914.8259,Recyclable
2026,553.5004889,Pen,Recyclable Plastic,430791.1334,0,TRUE,'Yearly',1,335504.3002,Recyclable
2013,62.97439234,Autoinjector,Type1 Plastic,849702.0262,0,FALSE,'Monthly',1,1236066.513,Non-Recyclable
2022,317.8494135,Pen,Recyclable Plastic,917051.2765,0,TRUE,'Weekly',1,667664.0684,Recyclable
2010,50,Pen,Recyclable Plastic,493229,0,TRUE,'Weekly',1,348942.3735,Recyclable
2013,62.17776041,Pen,Type1 Plastic,658821.4508,1,FALSE,'Weekly',1,861283.1786,Non-Recyclable
2022,230.0548343,Patch Injector,Type1 Plastic,481801.6109,0,FALSE,'Yearly',1,657639.4469,Non-Recyclable
2020,130.369371,Patch Injector,Type2 Plastic,1458842.392,1,FALSE,'Monthly',1,2071685.771,Non-Recyclable
2022,440.7692172,Patch Injector,Type1 Plastic,1679365.243,0,FALSE,'Monthly',1,2527276.354,Non-Recyclable
2015,95.79120898,Pen,Type2 Plastic,134970.2271,1,FALSE,'Monthly',1,172264.8186,Non-Recyclable
2027,353.6353371,Pen,Type1 Plastic,754378.3058,1,FALSE,'Daily',1,1006854.291,Non-Recyclable
2015,63.6054781,Patch Injector,Type2 Plastic,1066179.68,0,FALSE,'Weekly',1,1439573.689,Non-Recyclable
2015,54.61401938,Pen,Type1 Plastic,430563.3366,0,FALSE,'Weekly',0,611794.1053,Non-Recyclable
2011,57.1762609,Autoinjector,Type2 Plastic,798365.37,1,FALSE,'Monthly',1,1142455.643,Non-Recyclable
2030,538.3985212,Patch Injector,Type2 Plastic,1690331.773,0,FALSE,'Yearly',1,2382501.291,Non-Recyclable
2011,56.26734626,Patch Injector,Type1 Plastic,719516.985,0,FALSE,'Monthly',0,1024963.48,Non-Recyclable
2030,324.8172883,Autoinjector,Type2 Plastic,942104.7315,0,FALSE,'Daily',1,1247438.878,Non-Recyclable
2012,62.04266882,Patch Injector,Type1 Plastic,272061.6484,0,FALSE,'Yearly',0,364014.3299,Non-Recyclable
2017,172.6404688,Patch Injector,Recyclable Plastic,1280196.745,0,TRUE,'Monthly',1,1046963.142,Recyclable
2023,500.4623573,Patch Injector,Recyclable Plastic,54496.80219,0,TRUE,'Monthly',1,44853.87323,Recyclable
2021,252.6983284,Autoinjector,Type1 Plastic,646942.2524,0,FALSE,'Daily',0,889504.2056,Non-Recyclable
2016,79.16471428,Patch Injector,Type1 Plastic,1180881.668,1,FALSE,'Monthly',1,1725769.705,Non-Recyclable
2025,201.4925419,Pen,Type2 Plastic,1274946.656,1,FALSE,'Monthly',1,1978987.01,Non-Recyclable
2021,233.9853133,Pen,Type1 Plastic,610934.389,0,FALSE,'Daily',1,1041465.795,Non-Recyclable
2024,261.2434769,Pen,Type1 Plastic,107559.1091,0,FALSE,'Monthly',0,181991.7329,Non-Recyclable
2011,57.7378375,Pen,Type1 Plastic,469705.555,0,FALSE,'Monthly',1,666523.1761,Non-Recyclable
2017,65.64641914,Pen,Recyclable Plastic,696004.618,0,TRUE,'Weekly',1,470503.7138,Recyclable
2030,230.6001537,Pen,Recyclable Plastic,77006.02881,0,TRUE,'Weekly',1,58305.55034,Recyclable
2030,139.9856125,Patch Injector,Type1 Plastic,1016231.174,0,FALSE,'Weekly',1,1361164.929,Non-Recyclable
2016,53.6553096,Autoinjector,Type2 Plastic,77050.82481,0,FALSE,'Monthly',1,101626.4045,Non-Recyclable
2012,62.08483039,Autoinjector,Recyclable Plastic,983617.4942,0,TRUE,'Monthly',1,668172.3822,Recyclable
2018,60.41325655,Autoinjector,Recyclable Plastic,1046242.265,0,TRUE,'Monthly',1,690886.9888,Recyclable
2022,342.2825674,Autoinjector,Recyclable Plastic,80863.01848,0,TRUE,'Weekly',0,51399.62052,Recyclable
2029,190.0098219,Patch Injector,Type1 Plastic,243419.2584,0,FALSE,'Weekly',1,362154.7523,Non-Recyclable
2017,161.063332,Autoinjector,Recyclable Plastic,370064.601,0,TRUE,'Daily',1,241120.0227,Recyclable
2022,164.7836692,Patch Injector,Recyclable Plastic,732520.722,0,TRUE,'Monthly',1,555432.6222,Recyclable
2014,62.93638404,Pen,Type1 Plastic,439291.6545,1,FALSE,'Weekly',1,667863.0429,Non-Recyclable
2030,175.8168227,Patch Injector,Type2 Plastic,445479.7561,1,FALSE,'Monthly',0,694329.4005,Non-Recyclable
2026,466.7554427,Patch Injector,Type2 Plastic,442466.2763,0,FALSE,'Weekly',1,556587.2936,Non-Recyclable
2020,102.0157478,Pen,Type1 Plastic,1099820.709,0,FALSE,'Monthly',1,1566065.651,Non-Recyclable
2027,401.9167899,Pen,Type2 Plastic,995066.5639,0,FALSE,'Monthly',1,1479539.565,Non-Recyclable
2025,208.2879327,Autoinjector,Recyclable Plastic,944081.0931,0,TRUE,'Monthly',1,612103.8928,Recyclable
2012,51.28973391,Pen,Type2 Plastic,603258.6345,0,FALSE,'Monthly',1,816082.2854,Non-Recyclable
2015,84.87674029,Pen,Recyclable Plastic,74198.91875,0,TRUE,'Monthly',1,56588.58615,Recyclable
2012,61.23075263,Autoinjector,Type1 Plastic,245296.1156,0,FALSE,'Weekly',1,356772.1091,Non-Recyclable
2029,449.1181196,Autoinjector,Recyclable Plastic,826234.762,0,TRUE,'Weekly',1,634540.0654,Recyclable
2018,146.1301035,Pen,Recyclable Plastic,27425.21032,0,TRUE,'Monthly',1,17315.62382,Recyclable
2027,63.47162725,Pen,Type1 Plastic,2083738.814,0,FALSE,'Monthly',1,2844554.021,Non-Recyclable
2019,128.7717951,Pen,Recyclable Plastic,115494.856,0,TRUE,'Monthly',1,82563.24266,Recyclable
2023,281.7234268,Autoinjector,Recyclable Plastic,1365367.217,0,TRUE,'Daily',1,975226.9587,Recyclable
2028,55.81846525,Patch Injector,Type1 Plastic,1333053.243,0,FALSE,'Weekly',1,1735707.24,Non-Recyclable
2028,167.1660242,Patch Injector,Recyclable Plastic,1651204.485,0,TRUE,'Weekly',1,1088881.112,Recyclable
2030,813.4115413,Pen,Recyclable Plastic,2051336.422,1,TRUE,'Monthly',1,1376912.814,Recyclable
2016,120.0858397,Pen,Type1 Plastic,1046707.202,0,FALSE,'Monthly',1,1612235.506,Non-Recyclable
2015,87.0601987,Patch Injector,Recyclable Plastic,991579.4907,0,TRUE,'Monthly',0,742630.4693,Recyclable
2013,56.77860186,Patch Injector,Type1 Plastic,680502.466,0,FALSE,'Yearly',0,904538.1806,Non-Recyclable
2021,57.88668162,Autoinjector,Type1 Plastic,620828.924,0,FALSE,'Monthly',1,1020161.154,Non-Recyclable
2028,73.1210752,Autoinjector,Recyclable Plastic,1706970.783,0,TRUE,'Yearly',1,1186518.675,Recyclable
2018,61.0991038,Pen,Type1 Plastic,1188809.274,0,FALSE,'Daily',1,1476109.893,Non-Recyclable
2028,1167.223427,Pen,Type1 Plastic,984126.8485,0,FALSE,'Weekly',1,1393509.113,Non-Recyclable
2030,1317.203974,Pen,Type1 Plastic,1857654.08,0,FALSE,'Monthly',1,2639153.069,Non-Recyclable
2023,235.6190713,Pen,Type1 Plastic,533640.1444,0,FALSE,'Weekly',1,689609.0907,Non-Recyclable
2027,593.7042088,Pen,Recyclable Plastic,1831993.368,0,TRUE,'Daily',1,1496594.048,Recyclable
2019,52.75541517,Pen,Type1 Plastic,614592.4785,0,FALSE,'Monthly',1,820169.2334,Non-Recyclable
2017,62.03555165,Autoinjector,Type2 Plastic,914593.0495,0,FALSE,'Monthly',0,1394428.061,Non-Recyclable
2025,280.5042923,Pen,Recyclable Plastic,1116630.876,0,TRUE,'Weekly',1,796743.8628,Recyclable
2030,549.4444372,Pen,Recyclable Plastic,1727202.057,1,TRUE,'Daily',1,1243028.359,Recyclable
2019,109.6184393,Autoinjector,Type1 Plastic,452825.078,0,FALSE,'Monthly',1,608611.8389,Non-Recyclable
2010,50,Pen,Type2 Plastic,214893,1,FALSE,'Monthly',1,275130.9531,Non-Recyclable
2028,78.14430507,Patch Injector,Type1 Plastic,1802549.327,1,FALSE,'Weekly',1,2496297.54,Non-Recyclable
2019,209.5418478,Autoinjector,Type2 Plastic,543512.5479,0,FALSE,'Weekly',1,765741.336,Non-Recyclable
